,time,flex sensor,"actuator position, command","actuator position, measured",force,"""Trial Number""","""Target Angle""",newForce
771,1691.896,173.0,4.426666666666667,3.9788639365918113,-23.2,2.0,180.0,-0.7878906249999993
772,1692.349,180.0,4.0,4.0,-23.2,2.0,180.0,-0.7878906249999993
773,1692.8010000000002,180.0,4.0,3.9788639365918113,-23.2,2.0,180.0,-0.7878906249999993
774,1693.255,180.0,4.0,3.957727873183618,-23.29,2.0,180.0,-0.8778906249999991
775,1693.707,180.0,4.0,3.957727873183618,-23.2,2.0,180.0,-0.7878906249999993
776,1694.16,180.0,4.0,3.9788639365918113,-23.12,2.0,180.0,-0.707890625000001
777,1694.6129999999998,180.0,4.0,3.9788639365918113,-23.2,2.0,180.0,-0.7878906249999993
778,1695.065,180.0,4.0,3.8943196829590505,-23.2,2.0,180.0,-0.7878906249999993
779,1695.5179999999998,180.0,4.0,3.9788639365918113,-22.94,3.0,45.0,-0.5278906250000013
780,1695.97,180.0,4.0,3.9788639365918113,-23.2,3.0,45.0,-0.7878906249999993
781,1696.424,180.0,4.0,3.9788639365918113,-23.2,3.0,45.0,-0.7878906249999993
782,1696.876,179.0,4.0,3.9788639365918113,-23.2,3.0,45.0,-0.7878906249999993
783,1697.329,175.0,4.213333333333333,3.957727873183618,-23.2,3.0,45.0,-0.7878906249999993
784,1697.7820000000002,171.0,4.426666666666667,4.0,-23.03,3.0,45.0,-0.6178906250000011
785,1698.235,166.0,4.8533333333333335,3.957727873183618,-23.2,3.0,45.0,-0.7878906249999993
786,1698.6870000000001,162.0,5.066666666666666,3.957727873183618,-23.2,3.0,45.0,-0.7878906249999993
787,1699.14,155.0,5.28,4.0,-22.94,3.0,45.0,-0.5278906250000013
788,1699.5929999999998,153.0,5.493333333333332,3.8943196829590505,-22.94,3.0,45.0,-0.5278906250000013
789,1700.046,148.0,5.706666666666668,3.936591809775429,-22.94,3.0,45.0,-0.5278906250000013
790,1700.4979999999998,144.0,5.92,4.021136063408191,-22.94,3.0,45.0,-0.5278906250000013
791,1700.9520000000002,137.0,6.346666666666668,4.021136063408191,-22.94,3.0,45.0,-0.5278906250000013
792,1701.405,134.0,6.5600000000000005,3.8943196829590505,-22.94,4.0,165.0,-0.5278906250000013
793,1701.8570000000002,134.0,6.5600000000000005,4.04227212681638,-22.94,4.0,165.0,-0.5278906250000013
794,1702.31,134.0,6.5600000000000005,3.91545574636724,-22.94,4.0,165.0,-0.5278906250000013
795,1702.763,134.0,6.5600000000000005,4.021136063408191,-23.03,4.0,165.0,-0.6178906250000011
796,1703.215,135.0,6.5600000000000005,3.957727873183618,-22.94,4.0,165.0,-0.5278906250000013
797,1703.668,138.0,6.346666666666668,3.957727873183618,-23.03,4.0,165.0,-0.6178906250000011
798,1704.121,145.0,5.92,3.957727873183618,-23.2,4.0,165.0,-0.7878906249999993
799,1704.5739999999998,149.0,5.706666666666668,3.9788639365918113,-23.2,4.0,165.0,-0.7878906249999993
800,1705.026,154.0,5.493333333333332,4.021136063408191,-23.12,4.0,165.0,-0.707890625000001
801,1705.48,156.0,5.28,4.021136063408191,-23.2,4.0,165.0,-0.7878906249999993
